,ID,gender,car,realty,children_count,income_amount,income_type,education_type,family_status,housing_type,mobile,work_phone,phone,email,occupation_type,family_members,status,age,working_yr
53,5008909,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
54,5008910,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
55,5008911,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
56,5008912,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
57,5008913,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
58,5008914,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
59,5008915,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
60,5008916,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
61,5008917,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
62,5008918,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
63,5008919,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
64,5008920,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0.0,42,8
65,5008942,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0.0,37,13
66,5008943,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0.0,37,13
67,5008944,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0.0,37,13
68,5008945,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0.0,37,13
69,5008946,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0.0,37,13
70,5008951,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,28,7
71,5008952,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,28,7
72,5008953,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,28,7
73,5008956,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
74,5008957,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
75,5008959,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
76,5008960,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
77,5008962,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
78,5008963,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,48,4
79,5008966,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,43,2
80,5008967,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,43,2
81,5008975,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
82,5008977,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
83,5008978,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
84,5008979,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
85,5008980,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
86,5008984,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2.0,0.0,57,6
87,5008988,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2.0,0.0,57,6
88,5008991,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0.0,45,3
89,5008993,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0.0,45,3
90,5008994,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0.0,45,3
91,5008995,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0.0,45,3
92,5112861,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cleaning staff,1.0,0.0,45,3
93,5009000,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,27,2
94,5009016,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
95,5009019,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
96,5009020,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
97,5009022,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
98,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
99,5009025,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,,4.0,0.0,42,8
100,5009027,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0.0,54,29
101,5112862,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0.0,54,29
102,5009029,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,39,7
103,5009033,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,1,0,0,0,,2.0,0.0,51,-1001
104,5009034,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,1,0,0,0,,2.0,0.0,51,-1001
105,5009036,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,1,0,0,0,,2.0,0.0,51,-1001
106,5009037,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,1,0,0,0,,2.0,0.0,51,-1001
107,5009042,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,48,2
108,5009043,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,48,2
109,5009044,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,48,2
110,5009045,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,48,2
111,5009051,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,4.0,0.0,30,6
112,5009052,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,4.0,0.0,30,6
113,5009062,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
114,5009063,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
115,5009066,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
116,5009068,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
117,5009069,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
118,5009070,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,0.0,28,5
119,5009071,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,1,0,1,1,High skill tech staff,2.0,0.0,28,8
120,5009072,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,1,0,1,1,High skill tech staff,2.0,0.0,28,8
121,5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,1,0,1,1,Core staff,3.0,0.0,48,1
122,5009075,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,1,0,1,1,Core staff,3.0,0.0,48,1
123,5009078,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,3.0,0.0,38,3
124,5009079,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,1,Laborers,2.0,0.0,27,8
125,5009080,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,1,Laborers,2.0,0.0,27,8
126,5009081,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,1,Laborers,2.0,0.0,27,8
127,5009083,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,56,15
128,5009088,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,4.0,0.0,40,8
129,5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,4.0,0.0,40,8
130,5009096,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,3.0,0.0,37,12
131,5009097,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,3.0,0.0,37,12
132,5009098,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,3.0,0.0,37,12
133,5009099,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Managers,1.0,0.0,36,1
134,5009100,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Managers,1.0,0.0,36,1
135,5009103,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,0.0,35,11
136,5009104,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,0.0,35,11
137,5009105,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,0.0,35,11
138,5009106,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,0.0,35,11
139,5112876,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,0.0,35,11
140,5009109,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,0.0,41,7
141,5009117,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,,1.0,0.0,43,1
142,5009123,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,,1.0,0.0,43,1
143,5009125,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,,1.0,0.0,43,1
144,5009127,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,,1.0,0.0,43,1
145,5009130,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,,1.0,0.0,43,1
146,5009133,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,,1.0,0.0,59,-1001
147,5009134,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,,1.0,0.0,59,-1001
148,5009136,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,,1.0,0.0,59,-1001
149,5009138,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,,1.0,0.0,59,-1001
150,5009141,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Managers,2.0,0.0,26,4
151,5009145,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,43,10
152,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,43,10
153,5009150,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,43,10
154,5009151,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
155,5009152,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
156,5009153,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
157,5009154,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
158,5009155,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
159,5009156,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
160,5009157,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
161,5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
162,5009159,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
163,5009160,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
164,5009161,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
165,5009162,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,53,7
166,5009164,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0.0,35,8
167,5009165,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0.0,35,8
168,5009166,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0.0,35,8
169,5009168,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0.0,35,8
170,5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0.0,50,3
171,5009178,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0.0,50,3
172,5009180,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0.0,50,3
173,5009182,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0.0,50,3
174,5009183,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0.0,50,3
175,5009188,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
176,5009189,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
177,5009190,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
178,5009191,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
179,5009192,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
180,5009193,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2.0,0.0,48,15
181,5009198,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
182,5009203,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
183,5009206,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
184,5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
185,5009208,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
186,5009209,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,57,23
187,5009213,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,33,2
188,5009215,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,0.0,33,2
189,5009220,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
190,5009222,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
191,5009223,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
192,5009224,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
193,5009225,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
194,5009226,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
195,5009227,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
196,5009232,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
197,5009233,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
198,5009236,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,40,2
199,5009238,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,1,0,Drivers,2.0,0.0,29,2
200,5009239,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,1,0,Drivers,2.0,0.0,29,2
201,5009240,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,1,0,Drivers,2.0,0.0,29,2
202,5009242,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,1,0,1,0,Core staff,1.0,0.0,52,14
203,5009246,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,38,5
